id,loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,addr_state,dti,fico_range_low,fico_range_high,total_pymnt,total_rec_prncp,recoveries
1000946,15000,15000, 36 months,19.22%,551.51,D,D2,< 1 year,OWN,33034.0,Source Verified,Dec-2016,Fully Paid,car,FL,7.56,690,694,19083.56,15000.0,0.0
1000947,35000,35000, 36 months,8.12%,1098.71,A,A5,5 years,RENT,93304.0,Verified,Jun-2016,Current,credit_card,NC,23.88,690,694,7406.79,6554.09,0.0
1000948,20000,20000, 36 months,11.33%,657.9,B,B5,3 years,MORTGAGE,65257.0,Verified,Jan-2016,Fully Paid,moving,NC,27.54,675,679,23020.75,20000.0,0.0
1000949,30000,30000, 36 months,19.27%,1103.78,D,D4,7 years,OWN,68984.0,Not Verified,Sep-2017,Charged Off,moving,PA,8.74,740,744,6524.18,5219.35,1595.34
1000950,25000,25000, 36 months,17.68%,899.8,D,D1,5 years,RENT,45080.0,Verified,Oct-2016,Fully Paid,house,PA,18.06,675,679,31593.58,25000.0,0.0
1000951,35000,35000, 36 months,16.51%,1239.33,C,C3,1 year,OWN,59401.0,Source Verified,Apr-2018,Current,medical,AZ,31.01,705,709,19451.35,15259.08,0.0
1000952,10000,10000, 60 months,15.03%,238.06,C,C2,10+ years,OWN,148718.0,Verified,May-2017,Charged Off,moving,PA,21.54,740,744,3174.42,2539.54,322.11
1000953,5000,5000, 36 months,6.38%,152.97,A,A3,2 years,MORTGAGE,47860.0,Verified,Sep-2018,Current,car,CO,19.32,660,664,652.95,592.85,0.0
1000954,10000,10000, 36 months,9.69%,321.22,B,B5,1 year,OWN,78580.0,Not Verified,Aug-2016,Fully Paid,small_business,TX,31.19,675,679,11095.64,10000.0,0.0
1000955,8000,8000, 60 months,11.34%,175.3,B,B1,2 years,RENT,63188.0,Source Verified,Jun-2017,Default,debt_consolidation,FL,10.11,675,679,2064.93,1651.94,318.36
1000956,20000,20000, 60 months,9.3%,418.09,B,B2,2 years,OWN,116859.0,Not Verified,Aug-2016,Late (31-120 days),medical,MI,34.35,675,679,4105.15,3272.94,0.0
1000957,35000,35000, 60 months,8.27%,714.21,A,A3,< 1 year,RENT,43104.0,Source Verified,Jul-2016,Charged Off,small_business,IL,11.06,705,709,5605.0,4484.0,2858.87
1000958,25000,25000, 60 months,10.2%,533.64,B,B5,5 years,RENT,16512.0,Not Verified,Sep-2016,Charged Off,moving,NJ,7.32,720,724,3193.57,2554.86,421.55
1000959,12000,12000, 60 months,18.37%,307.14,D,D2,< 1 year,OWN,48508.0,Not Verified,Jun-2017,Charged Off,car,OH,13.8,675,679,4277.73,3422.18,748.29
1000960,10000,10000, 60 months,19.43%,261.78,D,D4,n/a,OWN,104547.0,Source Verified,Nov-2017,Fully Paid,medical,CO,16.94,720,724,15191.34,10000.0,0.0
1000961,20000,20000, 60 months,14.91%,474.85,C,C2,5 years,MORTGAGE,114308.0,Source Verified,Jun-2016,Current,credit_card,TX,6.93,780,784,8410.27,5903.81,0.0
1000962,35000,35000, 36 months,5.0%,1048.98,A,A2,1 year,OWN,43356.0,Source Verified,Apr-2016,Fully Paid,moving,MI,15.75,740,744,36972.8,35000.0,0.0
1000963,30000,30000, 60 months,23.31%,851.07,E,E1,n/a,MORTGAGE,52263.0,Not Verified,Sep-2016,Current,other,FL,15.74,780,784,21118.65,12407.12,0.0
1000964,30000,30000, 36 months,9.67%,963.37,B,B5,10+ years,OWN,86885.0,Not Verified,Jan-2016,Late (31-120 days),car,OH,13.34,690,694,13995.5,12106.37,0.0
1000965,8000,8000, 36 months,31.19%,344.85,G,G5,3 years,RENT,59377.0,Verified,Nov-2016,Charged Off,car,NJ,29.32,780,784,3557.52,2846.02,514.77
1000966,10000,10000, 60 months,16.35%,245.04,C,C1,7 years,RENT,95530.0,Source Verified,Nov-2016,Charged Off,other,OH,29.24,720,724,1114.0,891.2,614.4
1000967,30000,30000, 60 months,21.27%,816.16,E,E1,5 years,RENT,88648.0,Verified,Jul-2017,Fully Paid,other,AZ,29.61,675,679,47769.82,30000.0,0.0
1000968,12000,12000, 36 months,11.99%,398.51,B,B3,< 1 year,MORTGAGE,72695.0,Verified,Aug-2018,Late (31-120 days),house,MA,5.85,720,724,6806.19,5693.03,0.0
1000969,8000,8000, 36 months,11.51%,263.85,B,B3,10+ years,MORTGAGE,62986.0,Verified,Dec-2016,Fully Paid,credit_card,CO,18.7,720,724,9049.21,8000.0,0.0
1000970,20000,20000, 36 months,13.93%,682.87,C,C1,< 1 year,RENT,64517.0,Not Verified,Aug-2018,Fully Paid,medical,OH,20.23,690,694,24035.48,20000.0,0.0
1000971,20000,20000, 60 months,15.28%,478.74,C,C3,5 years,RENT,17196.0,Source Verified,Dec-2016,Fully Paid,other,MA,34.23,705,709,28604.76,20000.0,0.0
1000972,35000,35000, 60 months,7.36%,699.0,A,A3,1 year,RENT,30516.0,Source Verified,Jan-2017,Fully Paid,debt_consolidation,NJ,30.86,675,679,40844.85,35000.0,0.0
1000973,15000,15000, 36 months,11.0%,491.08,B,B3,n/a,OWN,60326.0,Source Verified,Jan-2017,Fully Paid,credit_card,CO,29.81,660,664,16995.94,15000.0,0.0
1000974,5000,5000, 36 months,13.57%,169.85,C,C4,10+ years,RENT,47813.0,Verified,Feb-2018,Fully Paid,credit_card,CA,12.93,720,724,6093.02,5000.0,0.0
1000975,5000,5000, 36 months,5.75%,151.54,A,A3,< 1 year,OWN,15000.0,Source Verified,Apr-2017,Current,small_business,CA,11.13,780,784,2497.04,2288.58,0.0
1000976,8000,8000, 60 months,11.99%,177.92,B,B3,3 years,OWN,115665.0,Verified,Apr-2018,Charged Off,moving,IL,2.12,660,664,1669.33,1335.46,50.21
1000977,15000,15000, 60 months,12.22%,335.34,B,B1,10+ years,RENT,99956.0,Source Verified,Apr-2017,In Grace Period,credit_card,IL,34.71,720,724,4440.73,3310.62,0.0
1000978,15000,15000, 36 months,5.65%,453.95,A,A5,10+ years,RENT,46149.0,Source Verified,Sep-2016,Fully Paid,major_purchase,NJ,26.21,675,679,16055.27,15000.0,0.0
1000979,10000,10000, 36 months,8.45%,315.44,B,B5,10+ years,MORTGAGE,106633.0,Not Verified,Apr-2016,Fully Paid,medical,OH,22.65,740,744,11194.83,10000.0,0.0
1000980,35000,35000, 60 months,12.22%,782.45,B,B4,< 1 year,MORTGAGE,80187.0,Verified,Apr-2018,Fully Paid,medical,WA,8.34,660,664,44713.48,35000.0,0.0
1000981,5000,5000, 60 months,11.04%,108.81,B,B3,2 years,RENT,65453.0,Verified,Apr-2016,Fully Paid,debt_consolidation,VA,14.7,720,724,6416.93,5000.0,0.0
1000982,10000,10000, 60 months,11.04%,217.62,B,B4,10+ years,RENT,103062.0,Source Verified,Jul-2016,Default,vacation,WA,19.51,740,744,5330.85,4264.68,22.65
1000983,10000,10000, 36 months,11.43%,329.43,B,B1,2 years,MORTGAGE,106181.0,Source Verified,Dec-2018,Current,car,WA,6.04,720,724,4419.37,3726.44,0.0
1000984,8000,8000, 36 months,10.43%,259.76,B,B3,1 year,RENT,141982.0,Not Verified,Jun-2016,Charged Off,house,FL,26.86,780,784,2572.21,2057.77,275.6
1000985,35000,35000, 36 months,7.5%,1088.72,A,A2,1 year,OWN,104674.0,Not Verified,Jul-2016,Current,car,NC,17.15,690,694,6588.19,5883.22,0.0
1000986,20000,20000, 36 months,18.23%,725.36,D,D2,10+ years,OWN,67271.0,Not Verified,Jan-2017,Fully Paid,medical,WA,4.41,660,664,26021.41,20000.0,0.0
1000987,35000,35000, 36 months,21.83%,1333.59,E,E4,n/a,MORTGAGE,24731.0,Not Verified,May-2016,Late (31-120 days),moving,CA,32.06,705,709,23288.2,16977.71,0.0
1000988,20000,20000, 36 months,7.58%,622.86,A,A3,3 years,OWN,74959.0,Source Verified,Apr-2016,Fully Paid,vacation,TX,11.66,705,709,21344.27,20000.0,0.0
1000989,15000,15000, 60 months,8.29%,306.23,A,A5,10+ years,OWN,41852.0,Source Verified,Jan-2018,Charged Off,major_purchase,IL,17.86,660,664,2240.74,1792.59,154.4
1000990,35000,35000, 36 months,8.25%,1100.81,A,A5,n/a,OWN,76279.0,Not Verified,Jan-2016,Charged Off,moving,GA,28.41,675,679,6877.05,5501.64,825.62
1000991,8000,8000, 60 months,10.69%,172.71,B,B2,1 year,RENT,68420.0,Verified,Dec-2018,Current,debt_consolidation,OH,22.69,705,709,3989.52,3079.94,0.0
1000992,12000,12000, 60 months,11.95%,266.63,B,B2,< 1 year,OWN,95492.0,Verified,Jun-2017,Late (31-120 days),major_purchase,FL,6.58,660,664,5214.18,3911.18,0.0
1000993,5000,5000, 60 months,6.15%,97.01,A,A3,5 years,OWN,80993.0,Verified,Dec-2018,Fully Paid,small_business,NC,23.55,690,694,5663.67,5000.0,0.0
1000994,12000,12000, 36 months,10.9%,392.3,B,B1,5 years,RENT,126860.0,Source Verified,Mar-2017,Current,debt_consolidation,FL,17.82,675,679,6055.12,5144.98,0.0
1000995,12000,12000, 60 months,19.32%,313.4,D,D4,3 years,MORTGAGE,42219.0,Verified,Dec-2018,Current,car,GA,30.9,690,694,7534.58,4808.29,0.0
1000996,12000,12000, 36 months,9.36%,383.61,B,B4,7 years,RENT,63685.0,Source Verified,Apr-2018,Fully Paid,credit_card,MI,23.48,705,709,13253.42,12000.0,0.0
1000997,12000,12000, 36 months,6.3%,366.7,A,A2,2 years,OWN,68627.0,Source Verified,Aug-2018,Fully Paid,debt_consolidation,NC,3.64,675,679,12784.35,12000.0,0.0
1000998,35000,35000, 60 months,8.29%,714.54,A,A2,1 year,RENT,78944.0,Verified,Jan-2017,Current,small_business,OH,33.56,760,764,12697.06,10365.58,0.0
1000999,20000,20000, 36 months,15.0%,693.31,C,C4,< 1 year,OWN,131953.0,Verified,Sep-2016,Current,small_business,AZ,26.96,760,764,6308.43,5055.0,0.0
1001000,35000,35000, 36 months,8.63%,1106.97,A,A1,5 years,RENT,44352.0,Not Verified,Jun-2016,Fully Paid,house,CA,33.6,740,744,39315.71,35000.0,0.0
1001001,35000,35000, 36 months,18.25%,1269.73,D,D1,1 year,RENT,73136.0,Verified,Oct-2017,Charged Off,vacation,MA,27.9,780,784,6995.16,5596.13,393.0
1001002,30000,30000, 60 months,21.91%,827.03,E,E3,< 1 year,OWN,15000.0,Not Verified,Apr-2017,Charged Off,medical,FL,30.47,690,694,7981.52,6385.21,1345.07
1001003,35000,35000, 36 months,7.87%,1094.67,A,A1,10+ years,RENT,59881.0,Verified,Jul-2016,Charged Off,major_purchase,CA,10.66,760,764,20849.47,16679.57,844.94
1001004,25000,25000, 36 months,13.54%,848.87,B,B4,3 years,OWN,15000.0,Source Verified,Jul-2017,Fully Paid,other,FL,13.07,720,724,30140.6,25000.0,0.0
1001005,12000,12000, 36 months,14.9%,415.4,C,C1,7 years,RENT,179868.0,Not Verified,Jul-2017,Fully Paid,car,FL,11.3,740,744,14344.21,12000.0,0.0
1001006,35000,35000, 36 months,11.74%,1158.16,B,B1,10+ years,OWN,101346.0,Source Verified,Dec-2016,Charged Off,house,IL,15.07,690,694,14668.62,11734.89,1207.6
1001007,5000,5000, 60 months,19.61%,131.39,D,D2,7 years,RENT,94957.0,Source Verified,Jul-2017,Charged Off,vacation,WA,22.93,780,784,1320.36,1056.29,43.24
1001008,12000,12000, 36 months,25.59%,480.87,F,F1,2 years,MORTGAGE,67312.0,Verified,Oct-2016,Current,small_business,MA,21.88,660,664,2744.81,1902.67,0.0
1001009,25000,25000, 36 months,17.88%,902.31,D,D4,5 years,RENT,17208.0,Verified,Apr-2018,Fully Paid,car,NJ,26.5,705,709,32102.85,25000.0,0.0
1001010,15000,15000, 60 months,5.8%,288.6,A,A4,n/a,OWN,28242.0,Source Verified,Apr-2018,Fully Paid,house,VA,24.94,675,679,17121.72,15000.0,0.0
1001011,10000,10000, 60 months,6.34%,194.91,A,A2,n/a,OWN,93810.0,Not Verified,Aug-2018,Fully Paid,major_purchase,AZ,3.4,760,764,11308.49,10000.0,0.0
1001012,25000,25000, 36 months,8.44%,788.49,A,A4,7 years,RENT,96054.0,Verified,Apr-2017,Current,debt_consolidation,WA,25.87,720,724,3626.74,3194.17,0.0
1001013,8000,8000, 36 months,16.62%,283.71,C,C2,7 years,RENT,110377.0,Source Verified,Nov-2017,Fully Paid,vacation,NJ,26.85,740,744,10169.24,8000.0,0.0
1001014,20000,20000, 60 months,22.67%,560.02,E,E5,< 1 year,OWN,64088.0,Verified,Mar-2017,Fully Paid,credit_card,NJ,21.66,740,744,33480.75,20000.0,0.0
1001015,20000,20000, 60 months,10.35%,428.39,B,B1,1 year,MORTGAGE,53087.0,Not Verified,Jul-2016,Fully Paid,home_improvement,CA,4.55,690,694,25246.66,20000.0,0.0
1001016,30000,30000, 36 months,7.4%,931.81,A,A2,10+ years,RENT,68503.0,Verified,Jan-2016,Fully Paid,vacation,NJ,16.12,780,784,33464.37,30000.0,0.0
1001017,5000,5000, 60 months,19.95%,132.33,D,D3,n/a,OWN,111923.0,Not Verified,Oct-2017,Fully Paid,debt_consolidation,NC,34.9,760,764,7600.51,5000.0,0.0
1001018,20000,20000, 36 months,6.72%,614.98,A,A1,2 years,RENT,86370.0,Source Verified,Dec-2016,Charged Off,small_business,MA,25.81,720,724,8817.89,7054.31,511.26
1001019,20000,20000, 60 months,17.05%,497.59,C,C3,2 years,MORTGAGE,102481.0,Verified,Apr-2018,Current,moving,AZ,27.85,760,764,11305.71,7573.65,0.0
1001020,10000,10000, 36 months,28.51%,416.4,G,G2,3 years,MORTGAGE,83370.0,Verified,Apr-2016,Fully Paid,moving,TX,8.3,675,679,14305.34,10000.0,0.0
1001021,10000,10000, 60 months,23.6%,285.36,E,E4,10+ years,RENT,40537.0,Verified,Feb-2018,Fully Paid,car,CO,34.29,780,784,16597.4,10000.0,0.0
1001022,8000,8000, 36 months,5.0%,239.77,A,A1,< 1 year,RENT,48640.0,Source Verified,Oct-2017,Fully Paid,home_improvement,FL,12.75,705,709,8334.87,8000.0,0.0
1001023,5000,5000, 36 months,6.26%,152.7,A,A5,3 years,OWN,51859.0,Verified,Aug-2017,Current,other,NY,14.68,660,664,992.14,902.41,0.0
1001024,8000,8000, 36 months,10.43%,259.76,B,B1,< 1 year,RENT,144137.0,Source Verified,Jul-2018,Charged Off,credit_card,NC,9.47,720,724,2218.62,1774.9,130.73
1001025,35000,35000, 60 months,8.09%,711.18,A,A3,3 years,MORTGAGE,88277.0,Source Verified,Sep-2018,Late (31-120 days),car,NJ,8.23,690,694,9920.1,8136.79,0.0
1001026,10000,10000, 60 months,20.11%,265.55,D,D1,1 year,OWN,91810.0,Verified,Sep-2018,Fully Paid,debt_consolidation,AZ,6.88,705,709,15901.09,10000.0,0.0
1001027,35000,35000, 60 months,17.91%,887.06,C,C1,1 year,OWN,126164.0,Verified,Jun-2018,Fully Paid,major_purchase,PA,2.2,705,709,52652.63,35000.0,0.0
1001028,8000,8000, 36 months,23.74%,312.77,E,E2,7 years,MORTGAGE,48176.0,Verified,Sep-2018,In Grace Period,car,NC,32.62,740,744,4807.4,3415.65,0.0
1001029,5000,5000, 36 months,12.43%,167.1,B,B4,3 years,RENT,138137.0,Not Verified,Jan-2018,Default,house,TX,26.15,690,694,2145.08,1716.06,213.47
1001030,15000,15000, 60 months,27.86%,465.77,F,F5,2 years,MORTGAGE,38822.0,Not Verified,Jan-2016,Fully Paid,credit_card,MI,7.13,760,764,27867.88,15000.0,0.0
1001031,12000,12000, 36 months,6.97%,370.36,A,A3,1 year,MORTGAGE,101566.0,Not Verified,Nov-2016,Late (31-120 days),car,WA,33.7,760,764,5273.24,4746.05,0.0
1001032,10000,10000, 60 months,7.3%,199.43,A,A2,5 years,MORTGAGE,21569.0,Not Verified,Jul-2018,Fully Paid,home_improvement,FL,16.7,760,764,11689.03,10000.0,0.0
1001033,5000,5000, 36 months,30.03%,212.34,G,G4,10+ years,MORTGAGE,145790.0,Not Verified,Jul-2017,Fully Paid,other,NJ,32.74,720,724,7328.74,5000.0,0.0
1001034,8000,8000, 60 months,11.67%,176.62,B,B5,n/a,MORTGAGE,88964.0,Not Verified,Mar-2018,Fully Paid,debt_consolidation,NY,4.1,675,679,10169.03,8000.0,0.0
1001035,20000,20000, 36 months,20.32%,746.54,D,D2,5 years,MORTGAGE,102850.0,Verified,Jul-2016,Fully Paid,house,AZ,3.82,660,664,26525.98,20000.0,0.0
1001036,8000,8000, 60 months,24.36%,231.82,E,E2,7 years,MORTGAGE,82016.0,Source Verified,Jun-2016,Current,other,MA,5.19,760,764,4275.02,2458.82,0.0
1001037,20000,20000, 36 months,6.9%,616.63,A,A2,10+ years,RENT,33474.0,Source Verified,Feb-2018,Late (31-120 days),car,TX,24.54,660,664,4064.41,3661.85,0.0
1001038,35000,35000, 60 months,10.96%,760.29,B,B5,1 year,MORTGAGE,85365.0,Source Verified,Jul-2018,Fully Paid,debt_consolidation,NJ,34.96,675,679,44643.69,35000.0,0.0
1001039,5000,5000, 36 months,26.76%,203.48,F,F2,10+ years,RENT,105382.0,Source Verified,Mar-2016,Fully Paid,small_business,MI,31.17,660,664,7093.13,5000.0,0.0
1001040,25000,25000, 36 months,10.48%,812.33,B,B2,5 years,MORTGAGE,57443.0,Not Verified,Apr-2018,Late (31-120 days),home_improvement,TX,26.61,780,784,7745.01,6621.05,0.0
1001041,35000,35000, 60 months,6.61%,686.62,A,A3,10+ years,OWN,144816.0,Verified,May-2018,Fully Paid,other,GA,30.39,740,744,39803.54,35000.0,0.0
1001042,35000,35000, 36 months,7.01%,1080.86,A,A1,7 years,MORTGAGE,101257.0,Verified,Apr-2018,Default,major_purchase,WA,7.65,780,784,3911.74,3129.39,892.15
1001043,20000,20000, 60 months,27.09%,611.78,F,F4,10+ years,MORTGAGE,74541.0,Not Verified,Nov-2016,Charged Off,house,AZ,7.56,660,664,10748.99,8599.19,725.04
1001044,30000,30000, 36 months,22.7%,1156.61,E,E5,7 years,OWN,117880.0,Not Verified,Oct-2016,Fully Paid,car,CA,19.73,760,764,39766.63,30000.0,0.0
1001045,25000,25000, 36 months,7.46%,777.2,A,A4,1 year,OWN,115109.0,Source Verified,Sep-2017,Charged Off,medical,CA,8.36,690,694,14763.9,11811.12,440.11
1001046,20000,20000, 60 months,29.68%,643.14,G,G2,< 1 year,RENT,25208.0,Not Verified,Jul-2016,Current,major_purchase,CO,16.17,720,724,7710.84,3996.46,0.0
1001047,5000,5000, 60 months,18.01%,126.99,D,D2,3 years,OWN,96726.0,Not Verified,Feb-2017,Fully Paid,debt_consolidation,WA,8.54,690,694,7355.14,5000.0,0.0
1001048,30000,30000, 60 months,23.7%,857.82,E,E1,1 year,OWN,15000.0,Source Verified,Sep-2018,Default,other,MA,13.44,760,764,15621.48,12497.18,1556.44
1001049,12000,12000, 60 months,9.41%,251.49,B,B3,7 years,RENT,83269.0,Verified,Apr-2018,Current,vacation,CO,14.19,760,764,5170.71,4112.06,0.0
1001050,5000,5000, 36 months,11.04%,163.79,B,B5,5 years,OWN,92692.0,Not Verified,Jan-2018,Charged Off,other,CO,20.17,780,784,1996.08,1596.87,299.95
1001051,5000,5000, 36 months,16.11%,176.06,C,C5,1 year,OWN,17486.0,Verified,Jul-2016,In Grace Period,house,CO,17.01,780,784,2334.78,1841.84,0.0
1001052,35000,35000, 36 months,6.69%,1075.74,A,A5,< 1 year,OWN,108003.0,Source Verified,Sep-2018,Current,small_business,PA,23.85,660,664,6600.53,5965.36,0.0
1001053,30000,30000, 60 months,10.95%,651.52,B,B4,1 year,MORTGAGE,53067.0,Source Verified,Jul-2018,Fully Paid,small_business,AZ,6.93,690,694,38446.91,30000.0,0.0
1001054,10000,10000, 36 months,8.21%,314.33,A,A3,5 years,MORTGAGE,22238.0,Source Verified,Jun-2017,Charged Off,other,OH,10.15,690,694,1873.42,1498.74,932.75
1001055,30000,30000, 36 months,5.87%,910.89,A,A4,7 years,OWN,54375.0,Not Verified,Oct-2016,Fully Paid,house,VA,6.89,675,679,32594.04,30000.0,0.0
1001056,25000,25000, 60 months,11.58%,550.82,B,B5,3 years,OWN,28453.0,Not Verified,Feb-2018,Fully Paid,small_business,NY,6.23,720,724,31935.43,25000.0,0.0
1001057,20000,20000, 60 months,24.39%,579.9,E,E5,2 years,MORTGAGE,18920.0,Source Verified,Jan-2018,Fully Paid,moving,IL,25.04,740,744,34362.79,20000.0,0.0
1001058,20000,20000, 36 months,11.19%,656.58,B,B1,5 years,OWN,44537.0,Verified,Feb-2018,Charged Off,car,PA,20.77,690,694,9167.13,7333.7,1901.18
1001059,20000,20000, 60 months,7.68%,402.47,A,A1,< 1 year,OWN,119610.0,Not Verified,Oct-2016,Fully Paid,moving,TX,28.11,705,709,23456.03,20000.0,0.0
1001060,20000,20000, 36 months,15.67%,699.89,C,C1,2 years,RENT,37789.0,Not Verified,Nov-2017,In Grace Period,major_purchase,NC,32.2,660,664,8905.33,7068.83,0.0
1001061,8000,8000, 60 months,7.58%,160.61,A,A2,5 years,RENT,126688.0,Verified,Apr-2016,Current,other,CA,4.22,720,724,3013.0,2501.3,0.0
1001062,15000,15000, 36 months,14.64%,517.34,C,C5,1 year,RENT,91578.0,Source Verified,Aug-2016,Fully Paid,medical,IL,3.9,780,784,18211.3,15000.0,0.0
1001063,15000,15000, 60 months,5.73%,288.11,A,A4,10+ years,RENT,97239.0,Source Verified,Feb-2017,Late (31-120 days),debt_consolidation,CO,25.46,705,709,2054.51,1782.75,0.0
1001064,35000,35000, 36 months,7.8%,1093.55,A,A1,7 years,OWN,75577.0,Source Verified,Jan-2018,Current,home_improvement,IL,16.53,740,744,7508.88,6675.78,0.0
1001065,35000,35000, 36 months,11.96%,1161.83,B,B2,7 years,MORTGAGE,50364.0,Not Verified,Oct-2017,Fully Paid,house,CA,12.29,720,724,40660.84,35000.0,0.0
1001066,8000,8000, 36 months,6.69%,245.88,A,A3,< 1 year,OWN,67740.0,Not Verified,Feb-2016,Fully Paid,home_improvement,PA,26.25,720,724,8678.05,8000.0,0.0
1001067,5000,5000, 36 months,23.42%,194.64,E,E1,3 years,RENT,95648.0,Not Verified,Sep-2016,Fully Paid,home_improvement,GA,7.93,660,664,6804.28,5000.0,0.0
1001068,8000,8000, 36 months,10.41%,259.68,B,B2,5 years,MORTGAGE,36826.0,Not Verified,Dec-2018,Fully Paid,vacation,CO,10.66,660,664,9193.62,8000.0,0.0
1001069,15000,15000, 36 months,13.87%,511.72,C,C4,5 years,MORTGAGE,32113.0,Verified,Jan-2017,Fully Paid,house,NC,28.3,660,664,17861.39,15000.0,0.0
1001070,5000,5000, 60 months,7.48%,100.14,A,A2,10+ years,OWN,21062.0,Not Verified,May-2018,Fully Paid,medical,VA,16.34,705,709,5732.39,5000.0,0.0
1001071,35000,35000, 60 months,14.52%,823.86,C,C5,7 years,OWN,124893.0,Verified,Nov-2017,Fully Paid,vacation,IL,13.89,780,784,48420.16,35000.0,0.0
1001072,35000,35000, 60 months,23.81%,1003.02,E,E5,7 years,MORTGAGE,46787.0,Verified,Jul-2017,Charged Off,credit_card,IL,26.64,675,679,17490.65,13992.52,466.41
1001073,15000,15000, 36 months,23.55%,584.95,E,E4,3 years,OWN,67031.0,Source Verified,May-2016,Fully Paid,car,NJ,8.93,660,664,20142.22,15000.0,0.0
1001074,35000,35000, 36 months,19.73%,1295.92,D,D1,7 years,RENT,80825.0,Source Verified,Jan-2016,Fully Paid,house,VA,29.47,690,694,45853.41,35000.0,0.0
1001075,20000,20000, 36 months,21.93%,763.08,E,E5,3 years,RENT,94765.0,Not Verified,Feb-2017,Fully Paid,medical,TX,19.02,760,764,26851.6,20000.0,0.0
1001076,20000,20000, 60 months,15.45%,480.54,C,C4,3 years,RENT,32859.0,Verified,Sep-2017,Fully Paid,vacation,MI,14.21,675,679,28478.38,20000.0,0.0
1001077,15000,15000, 60 months,9.06%,311.81,A,A3,2 years,OWN,86812.0,Source Verified,May-2018,Fully Paid,house,AZ,15.88,690,694,18319.51,15000.0,0.0
1001078,25000,25000, 60 months,10.81%,541.19,B,B1,n/a,MORTGAGE,52850.0,Verified,Jan-2016,Fully Paid,small_business,NY,31.44,660,664,32096.89,25000.0,0.0
1001079,5000,5000, 36 months,23.3%,194.33,E,E5,1 year,MORTGAGE,54728.0,Verified,Feb-2016,Fully Paid,small_business,NC,26.73,660,664,6945.37,5000.0,0.0
1001080,8000,8000, 60 months,11.49%,175.9,B,B3,n/a,OWN,90659.0,Verified,Sep-2017,Fully Paid,small_business,NC,3.77,660,664,10477.0,8000.0,0.0
1001081,5000,5000, 60 months,19.61%,131.39,D,D4,7 years,OWN,32548.0,Verified,Aug-2016,Current,debt_consolidation,OH,19.7,660,664,3180.48,2017.2,0.0
1001082,30000,30000, 36 months,8.04%,940.64,A,A1,10+ years,RENT,20266.0,Verified,Sep-2017,Fully Paid,credit_card,PA,22.33,780,784,32267.45,30000.0,0.0
1001083,35000,35000, 36 months,18.9%,1281.19,D,D3,5 years,RENT,58392.0,Verified,Apr-2016,Late (31-120 days),debt_consolidation,NC,5.44,720,724,17269.27,13104.67,0.0
1001084,15000,15000, 60 months,7.46%,300.28,A,A3,2 years,OWN,127574.0,Source Verified,Nov-2016,Fully Paid,credit_card,NJ,5.31,760,764,17204.55,15000.0,0.0
1001085,10000,10000, 60 months,11.19%,218.37,B,B2,3 years,OWN,102409.0,Source Verified,Aug-2016,Current,other,MI,28.41,660,664,5968.4,4555.27,0.0
1001086,25000,25000, 60 months,30.08%,810.06,G,G3,5 years,OWN,107713.0,Verified,May-2017,Fully Paid,car,OH,11.86,740,744,48375.92,25000.0,0.0
1001087,20000,20000, 36 months,19.38%,736.97,D,D2,< 1 year,RENT,49932.0,Verified,Aug-2018,Fully Paid,other,PA,7.14,780,784,26392.52,20000.0,0.0
1001088,35000,35000, 36 months,17.03%,1248.37,C,C4,3 years,OWN,97149.0,Not Verified,Oct-2017,Charged Off,moving,VA,25.75,720,724,19496.06,15596.85,1332.64
1001089,30000,30000, 60 months,18.74%,773.93,D,D3,1 year,RENT,83030.0,Verified,Sep-2018,Current,car,AZ,4.23,760,764,17275.25,11160.73,0.0
